LocationType,Location,Race,TimeFrame,DataFormat,Data
County,Ferry,Asian,2014-2018,Currency,NA
County,Ferry,Black,2014-2018,Currency,NA
County,Ferry,Hispanic or Latino,2014-2018,Currency,NA
County,Ferry,Multiracial,2014-2018,Currency,58750
County,Ferry,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Ferry,White Non-Hispanic,2014-2018,Currency,53112
County,Ferry,American Indian and Alaska Native,2015-2019,Currency,40375
County,Ferry,Asian,2015-2019,Currency,NA
County,Ferry,Black,2015-2019,Currency,NA
County,Ferry,Hispanic or Latino,2015-2019,Currency,223188
County,Ferry,Multiracial,2015-2019,Currency,56250
County,Ferry,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Ferry,White Non-Hispanic,2015-2019,Currency,58482
County,Franklin,American Indian and Alaska Native,2005-2009,Currency,"*$24,688"
County,Franklin,Asian,2005-2009,Currency,"*$37,469"
County,Franklin,Black,2005-2009,Currency,"*$43,594"
County,Franklin,Hispanic or Latino,2005-2009,Currency,33127
County,Franklin,Multiracial,2005-2009,Currency,"*$54,757"
County,Franklin,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$34,125"
County,Franklin,White Non-Hispanic,2005-2009,Currency,69750
County,Franklin,American Indian and Alaska Native,2006-2010,Currency,"*$29,474"
County,Franklin,Asian,2006-2010,Currency,"*$50,163"
County,Franklin,Black,2006-2010,Currency,"*$39,914"
County,Franklin,Hispanic or Latino,2006-2010,Currency,34184
County,Franklin,Multiracial,2006-2010,Currency,"*$61,467"
County,Franklin,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Franklin,White Non-Hispanic,2006-2010,Currency,70561
County,Franklin,American Indian and Alaska Native,2007-2011,Currency,"*$43,190"
County,Franklin,Asian,2007-2011,Currency,"*$42,143"
County,Franklin,Black,2007-2011,Currency,"*$32,574"
County,Franklin,Hispanic or Latino,2007-2011,Currency,36188
County,Franklin,Multiracial,2007-2011,Currency,"*$67,759"
County,Franklin,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Franklin,White Non-Hispanic,2007-2011,Currency,72969
County,Franklin,American Indian and Alaska Native,2008-2012,Currency,"*$60,750"
County,Franklin,Asian,2008-2012,Currency,"*$54,028"
County,Franklin,Black,2008-2012,Currency,"*$33,152"
County,Franklin,Hispanic or Latino,2008-2012,Currency,36315
County,Franklin,Multiracial,2008-2012,Currency,"*$61,521"
County,Franklin,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Franklin,White Non-Hispanic,2008-2012,Currency,73746
County,Franklin,American Indian and Alaska Native,2009-2013,Currency,"*$12,246"
County,Franklin,Asian,2009-2013,Currency,"*$56,382"
County,Franklin,Black,2009-2013,Currency,"*$35,583"
County,Franklin,Hispanic or Latino,2009-2013,Currency,39093
County,Franklin,Multiracial,2009-2013,Currency,"*$60,819"
County,Franklin,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Franklin,White Non-Hispanic,2009-2013,Currency,75654
County,Franklin,American Indian and Alaska Native,2010-2014,Currency,12474
County,Franklin,American Indian and Alaska Native,2011-2015,Currency,S
County,Franklin,American Indian and Alaska Native,2012-2016,Currency,S
County,Franklin,American Indian and Alaska Native,2013-2017,Currency,39444
County,Franklin,Asian,2010-2014,Currency,80119
County,Franklin,Asian,2011-2015,Currency,58290
County,Franklin,Asian,2012-2016,Currency,62895
County,Franklin,Asian,2013-2017,Currency,61884
County,Franklin,Black,2010-2014,Currency,58219
County,Franklin,Black,2011-2015,Currency,61719
County,Franklin,Black,2012-2016,Currency,70290
County,Franklin,Black,2013-2017,Currency,72765
County,Franklin,Hispanic or Latino,2010-2014,Currency,40169
County,Franklin,Hispanic or Latino,2011-2015,Currency,40987
County,Franklin,Hispanic or Latino,2012-2016,Currency,44979
County,Franklin,Hispanic or Latino,2013-2017,Currency,47177
County,Franklin,Multiracial,2010-2014,Currency,64006
County,Franklin,Multiracial,2011-2015,Currency,40987
County,Franklin,Multiracial,2012-2016,Currency,54792
County,Franklin,Multiracial,2013-2017,Currency,55192
County,Franklin,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Franklin,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Franklin,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Franklin,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Franklin,White Non-Hispanic,2010-2014,Currency,75973
County,Franklin,White Non-Hispanic,2011-2015,Currency,77116
County,Franklin,White Non-Hispanic,2012-2016,Currency,79430
County,Franklin,White Non-Hispanic,2013-2017,Currency,83932
County,Franklin,American Indian and Alaska Native,2014-2018,Currency,44737
County,Franklin,Asian,2014-2018,Currency,64901
County,Franklin,Black,2014-2018,Currency,73438
County,Franklin,Hispanic or Latino,2014-2018,Currency,50923
County,Franklin,Multiracial,2014-2018,Currency,56149
County,Franklin,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Franklin,White Non-Hispanic,2014-2018,Currency,86364
County,Franklin,American Indian and Alaska Native,2015-2019,Currency,45000
County,Franklin,Asian,2015-2019,Currency,63582
County,Franklin,Black,2015-2019,Currency,56438
County,Franklin,Hispanic or Latino,2015-2019,Currency,52032
County,Franklin,Multiracial,2015-2019,Currency,60515
County,Franklin,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,135625
County,Franklin,White Non-Hispanic,2015-2019,Currency,93090
County,Garfield,American Indian and Alaska Native,2005-2009,Currency,NA
County,Garfield,Asian,2005-2009,Currency,NA
County,Garfield,Black,2005-2009,Currency,NA
County,Garfield,Hispanic or Latino,2005-2009,Currency,"*$31,932"
County,Garfield,Multiracial,2005-2009,Currency,NA
County,Garfield,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Garfield,White Non-Hispanic,2005-2009,Currency,"*$50,688"
County,Garfield,American Indian and Alaska Native,2006-2010,Currency,NA
County,Garfield,Asian,2006-2010,Currency,NA
County,Garfield,Black,2006-2010,Currency,NA
County,Garfield,Hispanic or Latino,2006-2010,Currency,40962
County,Garfield,Multiracial,2006-2010,Currency,"*$13,906"
County,Garfield,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Garfield,White Non-Hispanic,2006-2010,Currency,"*$58,385"
County,Garfield,American Indian and Alaska Native,2007-2011,Currency,NA
County,Garfield,Asian,2007-2011,Currency,"*$102,917"
County,Garfield,Black,2007-2011,Currency,NA
County,Garfield,Hispanic or Latino,2007-2011,Currency,42639
County,Garfield,Multiracial,2007-2011,Currency,"*$16,875"
County,Garfield,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Garfield,White Non-Hispanic,2007-2011,Currency,"*$65,541"
County,Garfield,American Indian and Alaska Native,2008-2012,Currency,NA
County,Garfield,Asian,2008-2012,Currency,NA
County,Garfield,Black,2008-2012,Currency,NA
County,Garfield,Hispanic or Latino,2008-2012,Currency,NA
County,Garfield,Multiracial,2008-2012,Currency,"*$16,458"
County,Garfield,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Garfield,White Non-Hispanic,2008-2012,Currency,"*$67,321"
County,Garfield,American Indian and Alaska Native,2009-2013,Currency,NA
County,Garfield,Asian,2009-2013,Currency,NA
County,Garfield,Black,2009-2013,Currency,NA
County,Garfield,Hispanic or Latino,2009-2013,Currency,NA
County,Garfield,Multiracial,2009-2013,Currency,"*$17,000"
County,Garfield,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Garfield,White Non-Hispanic,2009-2013,Currency,"*$67,196"
County,Garfield,American Indian and Alaska Native,2010-2014,Currency,S
County,Garfield,American Indian and Alaska Native,2011-2015,Currency,S
County,Garfield,American Indian and Alaska Native,2012-2016,Currency,S
County,Garfield,American Indian and Alaska Native,2013-2017,Currency,S
County,Garfield,Asian,2010-2014,Currency,S
County,Garfield,Asian,2011-2015,Currency,S
County,Garfield,Asian,2012-2016,Currency,S
County,Garfield,Asian,2013-2017,Currency,S
County,Garfield,Black,2010-2014,Currency,S
County,Garfield,Black,2011-2015,Currency,S
County,Garfield,Black,2012-2016,Currency,S
County,Garfield,Black,2013-2017,Currency,S
County,Garfield,Hispanic or Latino,2010-2014,Currency,S
County,Garfield,Hispanic or Latino,2011-2015,Currency,S
County,Garfield,Hispanic or Latino,2012-2016,Currency,S
County,Garfield,Hispanic or Latino,2013-2017,Currency,S
County,Garfield,Multiracial,2010-2014,Currency,30313
County,Garfield,Multiracial,2011-2015,Currency,S
County,Garfield,Multiracial,2012-2016,Currency,S
County,Garfield,Multiracial,2013-2017,Currency,S
County,Garfield,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Garfield,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Garfield,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Garfield,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Garfield,White Non-Hispanic,2010-2014,Currency,60714
County,Garfield,White Non-Hispanic,2011-2015,Currency,54514
County,Garfield,White Non-Hispanic,2012-2016,Currency,60350
County,Garfield,White Non-Hispanic,2013-2017,Currency,62232
County,Garfield,American Indian and Alaska Native,2014-2018,Currency,NA
County,Garfield,Asian,2014-2018,Currency,NA
County,Garfield,Black,2014-2018,Currency,NA
County,Garfield,Hispanic or Latino,2014-2018,Currency,NA
County,Garfield,Multiracial,2014-2018,Currency,NA
County,Garfield,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Garfield,White Non-Hispanic,2014-2018,Currency,65238
County,Garfield,American Indian and Alaska Native,2015-2019,Currency,NA
County,Garfield,Asian,2015-2019,Currency,NA
County,Garfield,Black,2015-2019,Currency,NA
County,Garfield,Hispanic or Latino,2015-2019,Currency,NA
County,Garfield,Multiracial,2015-2019,Currency,NA
County,Garfield,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Garfield,White Non-Hispanic,2015-2019,Currency,71574
County,Grant,American Indian and Alaska Native,2005-2009,Currency,"*$23,320"
County,Grant,Asian,2005-2009,Currency,"*$71,518"
County,Grant,Black,2005-2009,Currency,"*$34,954"
County,Grant,Hispanic or Latino,2005-2009,Currency,32285
County,Grant,Multiracial,2005-2009,Currency,"*$50,938"
County,Grant,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$98,167"
County,Grant,White Non-Hispanic,2005-2009,Currency,60701
County,Grant,American Indian and Alaska Native,2006-2010,Currency,"*$24,625"
County,Grant,Asian,2006-2010,Currency,"*$55,250"
County,Grant,Black,2006-2010,Currency,"*$30,200"
County,Grant,Hispanic or Latino,2006-2010,Currency,"*$34,076"
County,Grant,Multiracial,2006-2010,Currency,"*$28,750"
County,Grant,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$98,750"
County,Grant,White Non-Hispanic,2006-2010,Currency,60975
County,Grant,American Indian and Alaska Native,2007-2011,Currency,"*$31,563"
County,Grant,Asian,2007-2011,Currency,"*$40,221"
County,Grant,Black,2007-2011,Currency,"*$19,403"
County,Grant,Hispanic or Latino,2007-2011,Currency,"*$36,194"
County,Grant,Multiracial,2007-2011,Currency,"*$27,264"
County,Grant,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$37,391"
County,Grant,White Non-Hispanic,2007-2011,Currency,64058
County,Grant,American Indian and Alaska Native,2008-2012,Currency,"*$55,781"
County,Grant,Asian,2008-2012,Currency,"*$43,009"
County,Grant,Black,2008-2012,Currency,"*$19,707"
County,Grant,Hispanic or Latino,2008-2012,Currency,"*$38,184"
County,Grant,Multiracial,2008-2012,Currency,"*$27,241"
County,Grant,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Grant,White Non-Hispanic,2008-2012,Currency,63090
County,Grant,American Indian and Alaska Native,2009-2013,Currency,"*$42,188"
County,Grant,Asian,2009-2013,Currency,"*$39,258"
County,Grant,Black,2009-2013,Currency,"*$30,267"
County,Grant,Hispanic or Latino,2009-2013,Currency,"*$37,439"
County,Grant,Multiracial,2009-2013,Currency,"*$26,381"
County,Grant,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Grant,White Non-Hispanic,2009-2013,Currency,61322
County,Grant,American Indian and Alaska Native,2010-2014,Currency,47656
County,Grant,American Indian and Alaska Native,2011-2015,Currency,S
County,Grant,American Indian and Alaska Native,2012-2016,Currency,S
County,Grant,American Indian and Alaska Native,2013-2017,Currency,30000
County,Grant,Asian,2010-2014,Currency,44519
County,Grant,Asian,2011-2015,Currency,150278
County,Grant,Asian,2012-2016,Currency,S
County,Grant,Asian,2013-2017,Currency,S
County,Grant,Black,2010-2014,Currency,30708
County,Grant,Black,2011-2015,Currency,34821
County,Grant,Black,2012-2016,Currency,46408
County,Grant,Black,2013-2017,Currency,49550
County,Grant,Hispanic or Latino,2010-2014,Currency,39217
County,Grant,Hispanic or Latino,2011-2015,Currency,39571
County,Grant,Hispanic or Latino,2012-2016,Currency,45621
County,Grant,Hispanic or Latino,2013-2017,Currency,47757
County,Grant,Multiracial,2010-2014,Currency,42375
County,Grant,Multiracial,2011-2015,Currency,39571
County,Grant,Multiracial,2012-2016,Currency,57417
County,Grant,Multiracial,2013-2017,Currency,59750
County,Grant,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Grant,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Grant,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Grant,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Grant,White Non-Hispanic,2010-2014,Currency,61284
County,Grant,White Non-Hispanic,2011-2015,Currency,62011
County,Grant,White Non-Hispanic,2012-2016,Currency,62827
County,Grant,White Non-Hispanic,2013-2017,Currency,67646
County,Grant,American Indian and Alaska Native,2014-2018,Currency,44063
County,Grant,Asian,2014-2018,Currency,137917
County,Grant,Black,2014-2018,Currency,49659
County,Grant,Hispanic or Latino,2014-2018,Currency,51386
County,Grant,Multiracial,2014-2018,Currency,60852
County,Grant,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Grant,White Non-Hispanic,2014-2018,Currency,71923
County,Grant,American Indian and Alaska Native,2015-2019,Currency,54188
County,Grant,Asian,2015-2019,Currency,NA
County,Grant,Black,2015-2019,Currency,51412
County,Grant,Hispanic or Latino,2015-2019,Currency,50364
County,Grant,Multiracial,2015-2019,Currency,64347
County,Grant,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Grant,White Non-Hispanic,2015-2019,Currency,73485
County,Grays Harbor,American Indian and Alaska Native,2005-2009,Currency,"*$47,759"
County,Grays Harbor,Asian,2005-2009,Currency,"*$70,781"
County,Grays Harbor,Black,2005-2009,Currency,"*$011,389"
County,Grays Harbor,Hispanic or Latino,2005-2009,Currency,"*$35,781"
County,Grays Harbor,Multiracial,2005-2009,Currency,"*$36,055"
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,56140
County,Grays Harbor,White Non-Hispanic,2005-2009,Currency,49876
County,Grays Harbor,American Indian and Alaska Native,2006-2010,Currency,"*$39,129"
County,Grays Harbor,Asian,2006-2010,Currency,"*$47,404"
County,Grays Harbor,Black,2006-2010,Currency,"*$16,295"
County,Grays Harbor,Hispanic or Latino,2006-2010,Currency,"*$35,403"
County,Grays Harbor,Multiracial,2006-2010,Currency,"*$29,375"
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$56,667"
County,Grays Harbor,White Non-Hispanic,2006-2010,Currency,51153
County,Grays Harbor,American Indian and Alaska Native,2007-2011,Currency,"*$36,827"
County,Grays Harbor,Asian,2007-2011,Currency,"*$48,750"
County,Grays Harbor,Black,2007-2011,Currency,"*$16,080"
County,Grays Harbor,Hispanic or Latino,2007-2011,Currency,"*$36,181"
County,Grays Harbor,Multiracial,2007-2011,Currency,"*$35,400"
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$58,194"
County,Grays Harbor,White Non-Hispanic,2007-2011,Currency,53473
County,Grays Harbor,American Indian and Alaska Native,2008-2012,Currency,"*$32,241"
County,Grays Harbor,Asian,2008-2012,Currency,"*$62,986"
County,Grays Harbor,Black,2008-2012,Currency,"*$15,707"
County,Grays Harbor,Hispanic or Latino,2008-2012,Currency,"*$30,650"
County,Grays Harbor,Multiracial,2008-2012,Currency,"*$32,784"
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,"*$60,625"
County,Grays Harbor,White Non-Hispanic,2008-2012,Currency,55240
County,Grays Harbor,American Indian and Alaska Native,2009-2013,Currency,"*$37,361"
County,Grays Harbor,Asian,2009-2013,Currency,"*$63,380"
County,Grays Harbor,Black,2009-2013,Currency,"*$18,571"
County,Grays Harbor,Hispanic or Latino,2009-2013,Currency,"*$35,099"
County,Grays Harbor,Multiracial,2009-2013,Currency,"*$34,096"
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$58,438"
County,Grays Harbor,White Non-Hispanic,2009-2013,Currency,55597
County,Grays Harbor,American Indian and Alaska Native,2010-2014,Currency,35125
County,Grays Harbor,American Indian and Alaska Native,2011-2015,Currency,31357
County,Grays Harbor,American Indian and Alaska Native,2012-2016,Currency,33750
County,Grays Harbor,American Indian and Alaska Native,2013-2017,Currency,37292
County,Grays Harbor,Asian,2010-2014,Currency,66178
County,Grays Harbor,Asian,2011-2015,Currency,68088
County,Grays Harbor,Asian,2012-2016,Currency,66701
County,Grays Harbor,Asian,2013-2017,Currency,80813
County,Grays Harbor,Black,2010-2014,Currency,32614
County,Grays Harbor,Black,2011-2015,Currency,S
County,Grays Harbor,Black,2012-2016,Currency,S
County,Grays Harbor,Black,2013-2017,Currency,172500
County,Grays Harbor,Hispanic or Latino,2010-2014,Currency,33873
County,Grays Harbor,Hispanic or Latino,2011-2015,Currency,35179
County,Grays Harbor,Hispanic or Latino,2012-2016,Currency,36627
County,Grays Harbor,Hispanic or Latino,2013-2017,Currency,40744
County,Grays Harbor,Multiracial,2010-2014,Currency,39706
County,Grays Harbor,Multiracial,2011-2015,Currency,35179
County,Grays Harbor,Multiracial,2012-2016,Currency,59688
County,Grays Harbor,Multiracial,2013-2017,Currency,66080
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,57589
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Grays Harbor,White Non-Hispanic,2010-2014,Currency,56923
County,Grays Harbor,White Non-Hispanic,2011-2015,Currency,56753
County,Grays Harbor,White Non-Hispanic,2012-2016,Currency,57971
County,Grays Harbor,White Non-Hispanic,2013-2017,Currency,61085
County,Grays Harbor,American Indian and Alaska Native,2014-2018,Currency,38393
County,Grays Harbor,Asian,2014-2018,Currency,84559
County,Grays Harbor,Black,2014-2018,Currency,NA
County,Grays Harbor,Hispanic or Latino,2014-2018,Currency,40049
County,Grays Harbor,Multiracial,2014-2018,Currency,56968
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,16667
County,Grays Harbor,White Non-Hispanic,2014-2018,Currency,62051
County,Grays Harbor,American Indian and Alaska Native,2015-2019,Currency,51346
County,Grays Harbor,Asian,2015-2019,Currency,92841
County,Grays Harbor,Black,2015-2019,Currency,126429
County,Grays Harbor,Hispanic or Latino,2015-2019,Currency,41171
County,Grays Harbor,Multiracial,2015-2019,Currency,58750
County,Grays Harbor,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,16696
County,Grays Harbor,White Non-Hispanic,2015-2019,Currency,67602
County,Island,American Indian and Alaska Native,2005-2009,Currency,"*$57,875"
County,Island,Asian,2005-2009,Currency,"*$56,250"
County,Island,Black,2005-2009,Currency,"*$53,654"
County,Island,Hispanic or Latino,2005-2009,Currency,"*$49,630"
County,Island,Multiracial,2005-2009,Currency,"*$44,188"
County,Island,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$54,904"
County,Island,White Non-Hispanic,2005-2009,Currency,69563
County,Island,American Indian and Alaska Native,2006-2010,Currency,"*$76,688"
County,Island,Asian,2006-2010,Currency,"*$55,862"
County,Island,Black,2006-2010,Currency,53690
County,Island,Hispanic or Latino,2006-2010,Currency,"*$52,031"
County,Island,Multiracial,2006-2010,Currency,"*$45,530"
County,Island,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$50,750"
County,Island,White Non-Hispanic,2006-2010,Currency,69926
County,Island,American Indian and Alaska Native,2007-2011,Currency,"*$79,750"
County,Island,Asian,2007-2011,Currency,"*$54,063"
County,Island,Black,2007-2011,Currency,"*$59,750"
County,Island,Hispanic or Latino,2007-2011,Currency,"*$63,750"
County,Island,Multiracial,2007-2011,Currency,"*$51,250"
County,Island,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$54,674"
County,Island,White Non-Hispanic,2007-2011,Currency,71780
County,Island,American Indian and Alaska Native,2008-2012,Currency,"*$69,531"
County,Island,Asian,2008-2012,Currency,"*$63,333"
County,Island,Black,2008-2012,Currency,"*$60,750"
County,Island,Hispanic or Latino,2008-2012,Currency,"*$55,282"
County,Island,Multiracial,2008-2012,Currency,"*$56,583"
County,Island,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,"*$33,125"
County,Island,White Non-Hispanic,2008-2012,Currency,71678
County,Island,American Indian and Alaska Native,2009-2013,Currency,"*$51,250"
County,Island,Asian,2009-2013,Currency,"*$62,689"
County,Island,Black,2009-2013,Currency,"*$53,304"
County,Island,Hispanic or Latino,2009-2013,Currency,"*$60,411"
County,Island,Multiracial,2009-2013,Currency,"*$60,714"
County,Island,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$36,042"
County,Island,White Non-Hispanic,2009-2013,Currency,71852
County,Island,American Indian and Alaska Native,2010-2014,Currency,51442
County,Island,American Indian and Alaska Native,2011-2015,Currency,57868
County,Island,American Indian and Alaska Native,2012-2016,Currency,72563
County,Island,American Indian and Alaska Native,2013-2017,Currency,50577
County,Island,Asian,2010-2014,Currency,51349
County,Island,Asian,2011-2015,Currency,58036
County,Island,Asian,2012-2016,Currency,64958
County,Island,Asian,2013-2017,Currency,66820
County,Island,Black,2010-2014,Currency,54146
County,Island,Black,2011-2015,Currency,63988
County,Island,Black,2012-2016,Currency,57500
County,Island,Black,2013-2017,Currency,67045
County,Island,Hispanic or Latino,2010-2014,Currency,58333
County,Island,Hispanic or Latino,2011-2015,Currency,56659
County,Island,Hispanic or Latino,2012-2016,Currency,50518
County,Island,Hispanic or Latino,2013-2017,Currency,51694
County,Island,Multiracial,2010-2014,Currency,56406
County,Island,Multiracial,2011-2015,Currency,56659
County,Island,Multiracial,2012-2016,Currency,70789
County,Island,Multiracial,2013-2017,Currency,63333
County,Island,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,13173
County,Island,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Island,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Island,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,75357
County,Island,White Non-Hispanic,2010-2014,Currency,73081
County,Island,White Non-Hispanic,2011-2015,Currency,74313
County,Island,White Non-Hispanic,2012-2016,Currency,74554
County,Island,White Non-Hispanic,2013-2017,Currency,75135
County,Island,American Indian and Alaska Native,2014-2018,Currency,NA
County,Island,Asian,2014-2018,Currency,75758
County,Island,Black,2014-2018,Currency,65741
County,Island,Hispanic or Latino,2014-2018,Currency,55943
County,Island,Multiracial,2014-2018,Currency,64821
County,Island,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,69167
County,Island,White Non-Hispanic,2014-2018,Currency,78864
County,Island,American Indian and Alaska Native,2015-2019,Currency,46500
County,Island,Asian,2015-2019,Currency,79297
County,Island,Black,2015-2019,Currency,72292
County,Island,Hispanic or Latino,2015-2019,Currency,62518
County,Island,Multiracial,2015-2019,Currency,71250
County,Island,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,77683
County,Island,White Non-Hispanic,2015-2019,Currency,80021
County,Jefferson,American Indian and Alaska Native,2005-2009,Currency,"*$50,833"
County,Jefferson,Asian,2005-2009,Currency,"*$11,534"
County,Jefferson,Black,2005-2009,Currency,"*$75,893"
County,Jefferson,Hispanic or Latino,2005-2009,Currency,"*$37,426"
County,Jefferson,Multiracial,2005-2009,Currency,"*$62,625"
County,Jefferson,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Jefferson,White Non-Hispanic,2005-2009,Currency,59484
County,Jefferson,American Indian and Alaska Native,2006-2010,Currency,"*$51,250"
County,Jefferson,Asian,2006-2010,Currency,"*$225,598"
County,Jefferson,Black,2006-2010,Currency,"*$79,792"
County,Jefferson,Hispanic or Latino,2006-2010,Currency,"*$72,768"
County,Jefferson,Multiracial,2006-2010,Currency,"*$64,432"
County,Jefferson,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Jefferson,White Non-Hispanic,2006-2010,Currency,59887
County,Jefferson,American Indian and Alaska Native,2007-2011,Currency,"*$49,583"
County,Jefferson,Asian,2007-2011,Currency,"*$232,697"
County,Jefferson,Black,2007-2011,Currency,"*$52,171"
County,Jefferson,Hispanic or Latino,2007-2011,Currency,"*$81,794"
County,Jefferson,Multiracial,2007-2011,Currency,"*$37,404"
County,Jefferson,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Jefferson,White Non-Hispanic,2007-2011,Currency,60379
County,Jefferson,American Indian and Alaska Native,2008-2012,Currency,51406
County,Jefferson,Asian,2008-2012,Currency,41169
County,Jefferson,Black,2008-2012,Currency,"*$54,205"
County,Jefferson,Hispanic or Latino,2008-2012,Currency,"*$83,958"
County,Jefferson,Multiracial,2008-2012,Currency,"*$29,931"
County,Jefferson,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Jefferson,White Non-Hispanic,2008-2012,Currency,62638
County,Jefferson,American Indian and Alaska Native,2009-2013,Currency,"*$51,705"
County,Jefferson,Asian,2009-2013,Currency,"*$42,188"
County,Jefferson,Black,2009-2013,Currency,"*$54,167"
County,Jefferson,Hispanic or Latino,2009-2013,Currency,83532
County,Jefferson,Multiracial,2009-2013,Currency,"*$33,750"
County,Jefferson,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Jefferson,White Non-Hispanic,2009-2013,Currency,62913
County,Jefferson,American Indian and Alaska Native,2010-2014,Currency,50313
County,Jefferson,American Indian and Alaska Native,2011-2015,Currency,53790
County,Jefferson,American Indian and Alaska Native,2012-2016,Currency,41000
County,Jefferson,American Indian and Alaska Native,2013-2017,Currency,S
County,Jefferson,Asian,2010-2014,Currency,205071
County,Jefferson,Asian,2011-2015,Currency,S
County,Jefferson,Asian,2012-2016,Currency,S
County,Jefferson,Asian,2013-2017,Currency,151250
County,Jefferson,Black,2010-2014,Currency,S
County,Jefferson,Black,2011-2015,Currency,S
County,Jefferson,Black,2012-2016,Currency,S
County,Jefferson,Black,2013-2017,Currency,S
County,Jefferson,Hispanic or Latino,2010-2014,Currency,46979
County,Jefferson,Hispanic or Latino,2011-2015,Currency,47813
County,Jefferson,Hispanic or Latino,2012-2016,Currency,37679
County,Jefferson,Hispanic or Latino,2013-2017,Currency,39321
County,Jefferson,Multiracial,2010-2014,Currency,53750
County,Jefferson,Multiracial,2011-2015,Currency,47813
County,Jefferson,Multiracial,2012-2016,Currency,57928
County,Jefferson,Multiracial,2013-2017,Currency,58651
County,Jefferson,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Jefferson,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Jefferson,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
